manufacturer,model,variant,tail_number,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Lockheed,Jetstar,,,JetStar,,fixed_wing,monoplane,civilian,transport,,"Transport Canada VIP JetStar that carried prime ministers including Pierre Trudeau; flown to Halifax in 1985 and put on display in 1999. From the museum's own aircraft-collection pages (September 2026), which give provenance but no serial numbers.",JetStar; L-1329; L1329,Atlantic Canada Aviation Museum,on_display
Consolidated,PBY,Canso A,,Canso,,fixed_wing,monoplane,civilian,search_rescue,,"PBY-5A Catalina / Canso amphibian. From the museum's own aircraft-collection pages (September 2026), which give provenance but no serial numbers.",PBY; PBY-5A; Catalina; Canso; PBY5A,Atlantic Canada Aviation Museum,on_display
Piper,PA-38,Tomahawk,,Tomahawk,,fixed_wing,monoplane,civilian,trainer,1978,"The first PA-38 delivered to Canada, first flown 22 May 1978 by Moncton Flying Club chief flight instructor Mike Doiron; rebuilt by museum member Bill Leeming and displayed in Moncton Flight College colours. From the museum's own aircraft-collection pages (September 2026), which give provenance but no serial numbers.",PA38; PA-38; Tomahawk; Traumahawk,Atlantic Canada Aviation Museum,on_display
Pitts,S-1,C Special,,Special,,fixed_wing,biplane,civilian,private,,"Built in the United States in the 1970s and brought to Canada in 1978; never certified in Canada, donated by Darrell Davis and refinished for display in 1999. From the museum's own aircraft-collection pages (September 2026), which give provenance but no serial numbers.",S1; S-1; S-1C; Pitts Special; S1C,Atlantic Canada Aviation Museum,on_display
Scamp,A,,,Scamp,,fixed_wing,biplane,civilian,private,,"Scamp ultralight biplane. From the museum's own aircraft-collection pages (September 2026), which give provenance but no serial numbers.",Scamp; Scamp A; Aerosport Scamp,Atlantic Canada Aviation Museum,on_display
Scheibe,L-Spatz,55,,Spatz,,fixed_wing,monoplane,civilian,private,,"Scheibe L-Spatz 55 sailplane, known in English as the Sparrow. From the museum's own aircraft-collection pages (September 2026), which give provenance but no serial numbers.",L-Spatz; LSpatz; Spatz; Sparrow; Scheibe,Atlantic Canada Aviation Museum,on_display
Aerial Experiment Association,Silver Dart,,,,Silver Dart,fixed_wing,biplane,civilian,experimental,,"Full-size replica of the 1909 Silver Dart, which made its first flight from the ice at Baddeck, Nova Scotia. Not an original airframe. From the museum's own aircraft-collection pages (September 2026), which give provenance but no serial numbers.",AEA Silver Dart; Silver Dart,Atlantic Canada Aviation Museum,on_display
Canadair,CT-133,Silver Star 3,,Silver Star,,fixed_wing,monoplane,military,trainer,,"Acquired in 2003 and painted in 434 (City of Halifax) Bluenose Squadron colours as worn when it retired at CFB Greenwood. From the museum's own aircraft-collection pages (September 2026), which give provenance but no serial numbers.",CT133; CT-133; T-33; T33; Silver Star; Bluenose,Atlantic Canada Aviation Museum,on_display
Grumman,TBM,Avenger,,Avenger,,fixed_wing,monoplane,military,bomber,,"TBM Avenger, the subject of a long-running museum rebuild project. From the museum's own aircraft-collection pages (September 2026), which give provenance but no serial numbers.",TBM; TBM-3; Avenger; TBF; TBM3,Atlantic Canada Aviation Museum,on_display
Aeronca,C-3,,,,,fixed_wing,monoplane,civilian,private,1931,"Imported into Canada in 1931 and bought by W. J. Morgan of New Glasgow, Nova Scotia in 1936. The museum acquired the fuselage from John Campbell in 1991; restoration is still to come, so only the fuselage is present. From the museum's own aircraft-collection pages (September 2026), which give provenance but no serial numbers.",C3; C-3; Aeronca C3,Atlantic Canada Aviation Museum,under_restoration
Champion,Citabria,,,Citabria,,fixed_wing,monoplane,civilian,private,1973,"Built 1973 and donated by Don Horne of Hopewell, Nova Scotia, who flew it in to Halifax himself at the age of 89. From the museum's own aircraft-collection pages (September 2026), which give provenance but no serial numbers.",Citabria; 7ECA; 7KCAB; Champion,Atlantic Canada Aviation Museum,on_display
Lincoln,Sport,,,Sport,,fixed_wing,biplane,civilian,private,,"Lincoln Sport biplane. From the museum's own aircraft-collection pages (September 2026), which give provenance but no serial numbers.",Lincoln Sport; Lincoln Beachey,Atlantic Canada Aviation Museum,on_display
Bell,206,Jet Ranger,,Jet Ranger,,rotary_wing,,civilian,utility,,"Bell 206 Jet Ranger. From the museum's own aircraft-collection pages (September 2026), which give provenance but no serial numbers.",Bell 206; 206; Jet Ranger; JetRanger,Atlantic Canada Aviation Museum,on_display
Bell,47,J-2 Ranger,,Ranger,,rotary_wing,,civilian,utility,,"Operated by the Province of Quebec and used to rescue an RCAF navigator who was accidentally ejected from the CF-100 now in this collection. From the museum's own aircraft-collection pages (September 2026), which give provenance but no serial numbers.",Bell 47; 47J; 47J-2; Ranger,Atlantic Canada Aviation Museum,on_display
RotorWay,Exec,,,Exec,,rotary_wing,,civilian,private,,"RotorWay Exec home-built helicopter. From the museum's own aircraft-collection pages (September 2026), which give provenance but no serial numbers.",RotorWay; Exec; RotorWay Exec,Atlantic Canada Aviation Museum,on_display
