manufacturer,model,variant,tail_number,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Lockheed,CC-130,E Hercules,130313,Hercules,,fixed_wing,monoplane,military,transport,,"CAF 130313. Displayed outdoors in the RCAF Memorial Airpark. Museum aircraft-collection listing, September 2026.",CC130; CC-130; C-130; C130; Hercules; Herc,National Air Force Museum of Canada,on_display
North American,Harvard,Mk II,3270,Harvard,,fixed_wing,monoplane,military,trainer,,"RCAF 3270. On display inside the museum building. Museum aircraft-collection listing, September 2026.",Harvard; Harvard II; AT-6; AT6; T-6; Texan; T6,National Air Force Museum of Canada,on_display
Handley Page,Halifax,Mk VII,NA337,Halifax,,fixed_wing,monoplane,military,bomber,,"RAF NA337, recovered from Lake Mjosa in Norway in 1995 and restored over ten years; one of only a handful of Halifaxes anywhere. On display inside the museum building. Museum aircraft-collection listing, September 2026.",Halifax; Halifax VII; NA337,National Air Force Museum of Canada,on_display
Beechcraft,CT-128,Expeditor Mk 3TM,1560,Expeditor,,fixed_wing,monoplane,military,transport,,"RCAF 1560. Displayed outdoors in the RCAF Memorial Airpark. Museum aircraft-collection listing, September 2026.",CT128; CT-128; Expeditor; C-45; D18; C45,National Air Force Museum of Canada,on_display
Sikorsky,H-5,Dragonfly,9601,Dragonfly,,rotary_wing,,military,search_rescue,,"RCAF 9601, a Sikorsky S-51. The Canada Aviation and Space Museum is also credited with an HO3S-1 numbered 9601; the two records conflict and this one follows the Trenton museum's own listing. Museum aircraft-collection listing, September 2026.",H5; H-5; S-51; Dragonfly; HO3S; S51,National Air Force Museum of Canada,on_display
Douglas,CC-129,Dakota Mk III,12963,Dakota,,fixed_wing,monoplane,military,transport,,"RCAF/CAF 12963. Displayed outdoors in the RCAF Memorial Airpark. Museum aircraft-collection listing, September 2026.",CC129; CC-129; C-47; C47; DC-3; Dakota; DC3,National Air Force Museum of Canada,on_display
de Havilland Canada,DHC-1,Chipmunk,WB550,Chipmunk,,fixed_wing,monoplane,military,trainer,,"RAF WB550, a CT-120 Chipmunk in Canadian service. On display inside the museum building. Museum aircraft-collection listing, September 2026.",DHC1; DHC-1; Chipmunk; CT-120; WB550; CT120,National Air Force Museum of Canada,on_display
Boeing,CH-147,D Chinook,147201,Chinook,,rotary_wing,,military,transport,,"CAF 147201. Displayed outdoors in the RCAF Memorial Airpark. Museum aircraft-collection listing, September 2026.",CH147; CH-147; Chinook; CH-47; CH47,National Air Force Museum of Canada,on_display
Canadair,CC-144,Challenger,144601,Challenger,,fixed_wing,monoplane,military,transport,,"CAF 144601, a Canadair Challenger in Canadian Forces service. Displayed outdoors in the RCAF Memorial Airpark. Museum aircraft-collection listing, September 2026.",CC144; CC-144; Challenger; CL-600; CL600,National Air Force Museum of Canada,on_display
Avro Canada,CF-100,Mk 5,18774,Canuck,,fixed_wing,monoplane,military,fighter,,"RCAF 18774. Displayed outdoors in the RCAF Memorial Airpark. Museum aircraft-collection listing, September 2026.",CF100; CF-100; Canuck; Clunk; 100774,National Air Force Museum of Canada,on_display
Burgess,Dunne,,RE17706,,,fixed_wing,biplane,military,recon,,"Full-size replica of the Burgess-Dunne, the first aircraft acquired by Canada's military in 1914, carrying the number RE17706. On display inside the museum building. Museum aircraft-collection listing, September 2026.",Burgess Dunne; Burgess-Dunne; RE17706,National Air Force Museum of Canada,on_display
de Havilland Canada,CC-115,Buffalo,115456,Buffalo,,fixed_wing,monoplane,military,search_rescue,,"CAF 115456. Displayed outdoors in the RCAF Memorial Airpark. Museum aircraft-collection listing, September 2026.",CC115; CC-115; DHC-5; DHC5; Buffalo,National Air Force Museum of Canada,on_display
Auster,AOP,Mk 6,16651,,,fixed_wing,monoplane,military,recon,,"RCAF 16651, formerly RAF VF582. On display inside the museum building. Museum aircraft-collection listing, September 2026.",AOP6; AOP.6; Auster 6; VF582,National Air Force Museum of Canada,on_display
Lockheed,CP-140,Aurora,140102,Aurora,,fixed_wing,monoplane,military,recon,,"CAF 140102, a Lockheed P-3 derivative. Displayed outdoors in the RCAF Memorial Airpark. Museum aircraft-collection listing, September 2026.",CP140; CP-140; Aurora; P-3; P3; Orion,National Air Force Museum of Canada,on_display
Canadair,CP-107,Argus 2,10732,Argus,,fixed_wing,monoplane,military,recon,,"CAF 10732, a Canadair CL-28 Argus Mk 2. Displayed outdoors in the RCAF Memorial Airpark. Museum aircraft-collection listing, September 2026.",CP107; CP-107; Argus; CL-28; CL28,National Air Force Museum of Canada,on_display
Avro,Anson,Mk II,7207,Anson,,fixed_wing,monoplane,military,trainer,,"RCAF 7207. On display inside the museum building. Museum aircraft-collection listing, September 2026.",Anson; Anson II; 652A,National Air Force Museum of Canada,on_display
