manufacturer,model,variant,tail_number,model_name,aircraft_name,aircraft_type,wing_type,military_civilian,role_type,year_built,description,aliases,museum_name,display_status
Mikoyan-Gurevich,MiG-23,23-11,233,Flogger,,fixed_wing,monoplane,military,experimental,,"Third prototype of the MiG-23, construction number 23-11/3, per russianplanes.net monument card 861. Monino also holds the first prototype 23-11/1 wearing 231.",MiG23; MiG232311; MiG2311; Flogger,Central Air Force Museum,on_display
Yakovlev,Yak-28,U,63,Maestro,,fixed_wing,monoplane,military,trainer,,Construction number 2930105. Western row of the open park; russianplanes.net monument card 869.,Yak28; Yak28U; Maestro; c/n 2930105,Central Air Force Museum,on_display
Yakovlev,Yak-28,PP,45,Brewer-E,,fixed_wing,monoplane,military,electronic_warfare,,Construction number 0970603. One of three Yak-28PP jammers in the western row of the open park; russianplanes.net monument card 870.,Yak28; Yak28PP; BrewerE; c/n 0970603,Central Air Force Museum,on_display
Yakovlev,Yak-28,PP,53,Brewer-E,,fixed_wing,monoplane,military,electronic_warfare,,Construction number 1971105. One of three Yak-28PP jammers in the western row of the open park; russianplanes.net monument card 871.,Yak28; Yak28PP; BrewerE; c/n 1971105,Central Air Force Museum,on_display
Yakovlev,Yak-28,PP,43,Brewer-E,,fixed_wing,monoplane,military,electronic_warfare,,Construction number 1971002. One of three Yak-28PP jammers in the western row of the open park; russianplanes.net monument card 872.,Yak28; Yak28PP; BrewerE; c/n 1971002,Central Air Force Museum,on_display
Myasishchev,M-17,,CCCP-17401,Mystic,,fixed_wing,monoplane,military,recon,,"Fourth M-17 Stratosfera airframe, construction number M-17-4, distinct from the record-setting CCCP-17103 already in the collection. Western row of the open park; russianplanes.net monument card 868.",M17; Mystic; Stratosfera,Central Air Force Museum,on_display
Mil,Mi-24,P,37,Hind,,rotary_wing,,military,ground_attack,,Gun-armed Mi-24P. Construction number 3532431622374. Western row of the open park; russianplanes.net monument card 7641.,Mi24; Mi24P; Hind,Central Air Force Museum,on_display
Aero,L-29,,69,Maya,,fixed_wing,monoplane,military,trainer,,"Czechoslovak L-29 Delfin jet trainer, construction number 390418. Listed by the English Wikipedia collection list and by russianplanes.net monument card 846.",L29; Delfin; Maya; c/n 390418,Central Air Force Museum,on_display
Lisunov,Li-2,,,Cab,,fixed_wing,monoplane,military,transport,,Great Patriotic War halls 6a/6b; the museum's own hall description lists one Li-2 among the wartime aircraft. Construction number given by russianplanes.net as 1266008; older survivor lists give c/n 18418809 for a Monino Li-2 that russianplanes.net records as scrapped in 1977. Wears bort number 39; recorded without a tail number because another airframe of this type in the database already carries it.,Li2; Cab; c/n 1266008; 39,Central Air Force Museum,on_display
Lisunov,Li-2,T,CCCP-93914,Cab,,fixed_wing,monoplane,civilian,transport,,Construction number 23440808. Stands on the open park west of the Il-18; russianplanes.net monument card 593.,Li2; Li2T; Cab; c/n 23440808,Central Air Force Museum,on_display
Antonov,An-26,KPA,RA-46707,Curl,,fixed_wing,monoplane,military,utility,,Navigation-aid calibration aircraft. Construction number 0603. Moved to the museum on 27 August 2021 per russianplanes.net monument card 10555. Wears a civil RA- registration although operated in the state fleet.,An26; An26KPA; Curl; c/n 0603,Central Air Force Museum,on_display
Antonov,An-12,B,RA-12126,Cub,,fixed_wing,monoplane,civilian,transport,,"Second An-12 at Monino, parked beside the military An-12 bort 04 at the north end of the open park; russianplanes.net monument card 22893. Construction number not recorded.",An12; An12B; Cub,Central Air Force Museum,on_display
Tupolev,Tu-134,AK,RA-65982,Crusty,,fixed_wing,monoplane,civilian,commercial_transport,,Construction number 63315. Delivered dismantled; the museum announced completion of reassembly including refitting of the centre section in August 2026 and states the aircraft is still being prepared for display.,Tu134; Tu134AK; Crusty; c/n 63315,Central Air Force Museum,under_restoration
Let,L-200,D,CCCP-26596,Morava,,fixed_wing,monoplane,civilian,private,,"Czechoslovak L-200D Morava light twin, construction number 171103; russianplanes.net monument card 7690.",L200; L200D; Morava; c/n 171103,Central Air Force Museum,on_display
Douglas,A-20,G,14,Havoc,,fixed_wing,monoplane,military,bomber,,"Lend-Lease Douglas A-20G Havoc, construction number 15328. Listed among the Lend-Lease aircraft in the museum's own description of halls 6a/6b.",A20; A20G; Havoc; Boston; c/n 15328,Central Air Force Museum,on_display
Bell,P-63,,,Kingcobra,,fixed_wing,monoplane,military,fighter,,"Lend-Lease Bell P-63 Kingcobra, construction number 269775. Listed among the Lend-Lease aircraft in the museum's own description of halls 6a/6b. No bort number recorded.",P63; Kingcobra; c/n 269775,Central Air Force Museum,on_display
Kamov,Ka-26,,CCCP-26803,Hoodlum,,rotary_wing,,civilian,utility,,Construction number 6900803; russianplanes.net monument card 596. One of three Ka-26 at Monino.,Ka26; Hoodlum; c/n 6900803,Central Air Force Museum,on_display
Kamov,Ka-26,,CCCP-19364,Hoodlum,,rotary_wing,,civilian,utility,,Construction number 7202405; russianplanes.net monument card 7668. One of three Ka-26 at Monino.,Ka26; Hoodlum; c/n 7202405,Central Air Force Museum,on_display
Kamov,Ka-18,,CCCP-06137,Hog,,rotary_wing,,civilian,utility,,Construction number 1806-08; russianplanes.net monument card 7667.,Ka18; Hog,Central Air Force Museum,on_display
Kamov,Ka-15,,,Hen,,rotary_wing,,military,utility,,Construction number not recorded; russianplanes.net monument card 7698. No bort number recorded.,Ka15; Hen,Central Air Force Museum,on_display
Mil,Mi-1,,09,Hare,,rotary_wing,,military,utility,,Construction number 020309; russianplanes.net monument card 7665.,Mi1; Hare; c/n 020309,Central Air Force Museum,on_display
Mil,V-7,,,,,rotary_wing,,military,experimental,,"Experimental tip-jet helicopter with ramjet rotor drive, one of two built. russianplanes.net monument card 7680; construction number not recorded.",V7; B-7; B7,Central Air Force Museum,on_display
Yakovlev,Yak-30,,,Magnum,,fixed_wing,monoplane,military,trainer,,"Jet trainer prototype, construction number 4; russianplanes.net monument card 7666. No bort number recorded.",Yak30; Magnum,Central Air Force Museum,on_display
Yakovlev,Yak-11,,OK-KIO,Moose,,fixed_wing,monoplane,civilian,trainer,,Wears the Czechoslovak civil registration OK-KIO; russianplanes.net monument card 7688. Construction number not recorded.,Yak11; Moose; C-11; C11,Central Air Force Museum,on_display
Yakovlev,Yak-11,,06,Moose,,fixed_wing,monoplane,military,trainer,,Construction number 60217; russianplanes.net monument card 7700. Second Yak-11 at Monino.,Yak11; Moose; c/n 60217,Central Air Force Museum,on_display
Yakovlev,Yak-12,R,25,Creek,,fixed_wing,monoplane,military,utility,,Construction number 14410; russianplanes.net monument card 7716.,Yak12; Yak12R; Creek; c/n 14410,Central Air Force Museum,on_display
Yakovlev,Yak-18,,03,Max,,fixed_wing,monoplane,military,trainer,,Construction number not recorded; russianplanes.net monument card 7706.,Yak18; Max,Central Air Force Museum,on_display
Yakovlev,Yak-18,U,05,Max,,fixed_wing,monoplane,military,trainer,,"Tricycle-undercarriage Yak-18U, construction number 1161029; russianplanes.net monument card 7644.",Yak18; Yak18U; Max; c/n 1161029,Central Air Force Museum,on_display
Yakovlev,Yak-18,P,,,,fixed_wing,monoplane,civilian,private,,"Single-seat aerobatic Yak-18P, construction number 1160303. russianplanes.net carries two cards for this construction number, one of which is flagged as a fragment; the identity of the displayed airframe should be confirmed on site. No bort number recorded.",Yak18; Yak18P; c/n 1160303,Central Air Force Museum,on_display
Yakovlev,Yak-18,PM,,,,fixed_wing,monoplane,civilian,private,,"Aerobatic Yak-18PM, construction number 700112; russianplanes.net monument card 7704. Wears bort number 10; recorded without a tail number because another airframe of this type in the database already carries it.",Yak18; Yak18PM; c/n 700112; 10,Central Air Force Museum,on_display
Yakovlev,Yak-18T,,RA-29831,,,fixed_wing,monoplane,civilian,trainer,,"Construction number 001, the first Yak-18T airframe; russianplanes.net monument card 7705.",Yak18T; c/n 001,Central Air Force Museum,on_display
Yakovlev,Yak-50,,02,,,fixed_wing,monoplane,civilian,private,,Construction number 720102; russianplanes.net monument card 7703.,Yak50; c/n 720102,Central Air Force Museum,on_display
Yakovlev,Yak-52,B,07,,,fixed_wing,monoplane,military,trainer,,"Light-attack Yak-52B conversion, construction number 780102; russianplanes.net monument card 7643. The English Wikipedia collection list records the same construction number as a Yak-52.",Yak52; Yak52B; c/n 780102,Central Air Force Museum,on_display
Sukhoi,Su-26,,02,,,fixed_wing,monoplane,civilian,private,,"Aerobatic single-seater; russianplanes.net monument card 7692 gives the construction number as 002 with a query, so it is not recorded here.",Su26,Central Air Force Museum,on_display
Yakovlev,UT-2,,,Mink,,fixed_wing,monoplane,military,trainer,,"Full-scale replica, flagged as a replica on russianplanes.net monument card 7672. No bort number recorded.",UT2; Mink; AIR-20; AIR20,Central Air Force Museum,on_display
Bereznyak-Isayev,BI-1,,,,,fixed_wing,monoplane,military,experimental,,"Full-scale mock-up of the BI rocket fighter, flagged as a mock-up on russianplanes.net monument card 7671 and described as a scale model by the kpopov.ru survey. Not an original airframe.",BI1; BI,Central Air Force Museum,on_display
Shavrov,Sh-2,,,,,fixed_wing,biplane,civilian,utility,,"Full-scale replica amphibian, in the museum since 2021 per russianplanes.net monument card 10977. Carries a Soviet-style civil marking beginning CCCP-P that could not be read in full, so no registration is recorded.",Sh2,Central Air Force Museum,on_display
Farman,Farman IV,,,,,fixed_wing,biplane,civilian,experimental,1975,"Flying replica built in 1975 for the feature film Vozduhoplavatel, per the kpopov.ru survey of the Monino collection; russianplanes.net monument card 23588. Not an original 1910 airframe.",FarmanIV; Farman-4; Farman4,Central Air Force Museum,on_display
Molniya,Molniya-1,,RA-104,,,fixed_wing,monoplane,civilian,utility,,"Three-surface light multipurpose aircraft by NPO Molniya, construction number 104; russianplanes.net monument card 7642. Parked in the northern storage area of the museum grounds.",Molniya1,Central Air Force Museum,on_display
Rafaelyants,Turbolyot,,,,,fixed_wing,monoplane,military,test,,"Wingless jet-lift flying test rig of 1956-1958 used to develop VTOL control; construction number 370, russianplanes.net monument card 7701. It has no lifting surfaces at all, so the wing type field is nominal.",Turbolet; Turbolyot,Central Air Force Museum,on_display
Antonov,A-11,,,,,fixed_wing,monoplane,civilian,experimental,,Single-seat high-performance sailplane; russianplanes.net monument card 7687. No construction number or bort number recorded.,A11,Central Air Force Museum,on_display
Antonov,A-13,M,,,,fixed_wing,monoplane,civilian,experimental,,Aerobatic sailplane; russianplanes.net monument card 7656. No construction number or bort number recorded.,A13; A13M,Central Air Force Museum,on_display
Antonov,A-15,,,,,fixed_wing,monoplane,civilian,experimental,,Single-seat competition sailplane; russianplanes.net monument card 7655. No construction number or bort number recorded.,A15,Central Air Force Museum,on_display
KAI,KAI-19,,,,,fixed_wing,monoplane,civilian,experimental,,Sailplane built at the Kazan Aviation Institute; russianplanes.net monument card 7715. No construction number or bort number recorded.,KAI19,Central Air Force Museum,on_display
MAI,MAI-63,,,,,fixed_wing,monoplane,civilian,experimental,,Sailplane built at the Moscow Aviation Institute; russianplanes.net monument cards 7697 and 24360 both describe this airframe.,MAI63,Central Air Force Museum,on_display
Sukhanov,Diskoplan-1,,,,,fixed_wing,monoplane,civilian,experimental,,"Circular-wing experimental glider of 1950 designed by M. V. Sukhanov, per the kpopov.ru survey; russianplanes.net monument card 7686. Year of construction not recorded here because the source gives a design year for the type.",Diskoplan1,Central Air Force Museum,on_display
Sukhanov,Diskoplan-2,,,,,fixed_wing,monoplane,civilian,experimental,,"Second circular-wing experimental glider, of 1962, with a 4.9 m diameter wing, per the kpopov.ru survey; russianplanes.net monument card 7654 lists it simply as Diskoplan.",Diskoplan2,Central Air Force Museum,on_display
Nevdachin,Burevestnik,S-4,,,,fixed_wing,monoplane,civilian,experimental,,Burevestnik S-4 glider by V. P. Nevdachin; russianplanes.net monument card 7713. No construction number recorded.,Burevestnik; BurevestnikS4; S4,Central Air Force Museum,on_display
Molniya,BOR-5,,,,,spacecraft,,military,space,,"Sub-scale unmanned orbital test vehicle for the Buran programme, airframe number 502, flown 17 April 1985 per the kpopov.ru survey; russianplanes.net monument card 7684.",BOR5; BOR; c/n 502,Central Air Force Museum,on_display
